Method-ID,Date,Trap,Sand_Fly_Species,Locality,Habitat,Blood_Meal_Source
ELISA-243,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-244,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-245,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-247,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-248,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-250,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-252,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-253,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-254,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-255,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-256,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-257,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-258,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-260,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-261,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-262,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-263,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-264,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-265,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-266,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-272,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-274,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-277,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-282,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-286,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
ELISA-291,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
ELISA-296,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
ELISA-297,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
ELISA-298,2/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey
ELISA-299,2/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey
ELISA-300,2/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-301,2/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-305,4/30/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-306,4/30/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-308,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-313,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-314,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-358,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,donkey
ELISA-363,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,donkey
ELISA-393,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,donkey
ELISA-399,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-400,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-454,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-461,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-484,5/11/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,donkey
ELISA-490,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-496,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-225,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey 
ELISA-142,5/10/13,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey + goat/sheep
ELISA-101,5/15/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-112,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-114,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-124,12/9/12,CDC light traps,Phlebotomus_orientalis ,Humera_town,farm_fields,donkey + goat/sheep
ELISA-129,3/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-173,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-180,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-267,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey + goat/sheep
ELISA-269,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey + goat/sheep
ELISA-270,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey + goat/sheep
ELISA-281,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,in_village,donkey + goat/sheep
ELISA-283,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey + goat/sheep
ELISA-284,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey + goat/sheep
ELISA-285,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey + goat/sheep
ELISA-303,2/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-304,4/30/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey + goat/sheep
ELISA-312,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-497,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-195,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey + goat/sheep
ELISA-154,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-94,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-103,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-138,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-140,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-153,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-161,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,goat/sheep
ELISA-166,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,goat/sheep
ELISA-167,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-186,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-188,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-231,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,goat/sheep
ELISA-364,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,goat/sheep
ELISA-402,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,goat/sheep
ELISA-403,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,goat/sheep
ELISA-96,4/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-111,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,goat/sheep
ELISA-287,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,goat/sheep
ELISA-17,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human
ELISA-19,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human
ELISA-32,5/28/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human
ELISA-39,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human
ELISA-13,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-31,5/28/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-59,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-61,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-63,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,human + cow
ELISA-64,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-69,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-70,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-71,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-72,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-77,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-78,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-79,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-81,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-83,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow
ELISA-481,12/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,human + cow + dog
ELISA-492,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow + dog
ELISA-24,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow + dog + donkey
ELISA-483,12/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,human + cow + dog + donkey
ELISA-466,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,human + cow + dog + donkey
ELISA-57,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow + donkey
ELISA-58,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow + donkey
ELISA-60,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow + donkey
ELISA-62,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + cow + donkey
ELISA-18,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + dog
ELISA-478,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + dog + donkey
ELISA-251,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + dog + donkey
ELISA-210,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + dog + donkey
ELISA-4,5/11/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-20,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-21,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-25,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-26,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-29,5/28/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-30,5/28/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-40,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-249,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-280,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,human + donkey
ELISA-315,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,human + donkey
ELISA-468,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,human + donkey
ELISA-27,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-95,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-104,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-106,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-107,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-108,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-109,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-110,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-113,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-128,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-130,1/1/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-131,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-132,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-133,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-134,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-135,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-136,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-147,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-148,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-155,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-156,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-157,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-158,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-159,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-160,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-163,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-168,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-169,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-171,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-174,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-176,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-177,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-181,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-182,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-184,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-187,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-189,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-190,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-192,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-193,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-198,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-199,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-201,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-202,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-203,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-204,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-205,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-208,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-213,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-215,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-221,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-230,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-232,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-236,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-242,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-246,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-273,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,negative
ELISA-276,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,negative
ELISA-279,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,negative
ELISA-288,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-289,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-292,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-294,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-307,4/30/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,farm_fields,negative
ELISA-310,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-311,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-356,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-359,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-361,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-362,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-366,5/10/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-367,3/14/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,negative
ELISA-370,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-371,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-373,5/30/13,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,negative
ELISA-375,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-377,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-378,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-380,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-381,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-382,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-383,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-384,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-385,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-386,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-390,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-391,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-392,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-394,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-395,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-397,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-398,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-404,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-409,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-413,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-416,2/6/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-417,2/6/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-418,2/6/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-420,2/6/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,negative
ELISA-423,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-424,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-425,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-426,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-429,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-430,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-431,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-434,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-436,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,negative
ELISA-438,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
ELISA-441,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,negative
